user_id,cluster
537931532,0
520551216,0
545107896,1
566284428,2
513994480,0
545763418,0
538475134,0
566285354,0
516351013,0
562666658,0
526205056,0
512366675,0
565689309,1
566286583,0
513266555,1
560318671,0
562452237,2
513216657,0
563233634,0
513595928,1
530225353,0
529672169,0
512907846,0
555109852,0
554363789,0
566291056,0
540247266,0
558293231,0
515580257,1
512818893,0
566219832,0
532672279,0
513161211,2
566292428,0
519303494,0
550775873,1
522049592,0
566293231,0
563559801,0
545126548,0
524170567,1
515444726,0
541514965,1
546129282,1
542516107,1
514886265,0
542682453,1
563995575,0
558385576,0
563260682,0
564387382,0
513514880,0
517823165,0
566297762,0
559062846,0
516823084,0
517341202,0
539568923,1
563760136,0
517531224,1
566055527,0
549344250,0
566300343,1
540591015,0
515967143,0
513663960,1
550762927,0
566301503,0
523095456,0
566301447,0
518724743,0
533520328,1
548955223,0
515711312,0
538881415,0
512697003,0
559034583,0
527413406,1
560704744,0
517267340,0
515005307,1
513818082,0
550819554,0
545230868,0
563817114,0
514170646,3
531947016,0
527968800,0
513460144,0
518460374,0
546369477,0
540071620,0
566305697,1
530805243,0
518413677,1
559498931,0
543884418,1
566306623,0
529079049,2
551135938,0
564353044,1
517644942,1
544230571,0
529314027,0
518627415,0
558399796,0
547817636,0
533800877,0
523712851,0
562834476,0
566309041,0
513168011,0
552440009,0
526870898,0
557617569,0
551093021,2
563977653,0
561077613,0
514623766,0
513172205,0
518071225,0
513146173,0
560679817,0
544012209,0
535117884,0
562126757,0
529900534,0
549362999,0
512722985,0
516233302,0
514923077,0
563335535,0
512937266,0
537443228,0
566312140,0
560330405,0
558920486,1
563025920,0
513758673,0
526730972,0
524364272,0
562289043,0
561050712,0
561533934,0
560752365,0
515157184,0
542090468,0
562118987,0
559836792,0
560378596,1
566315302,0
561952810,0
550531560,0
556813366,1
512921273,1
535999236,0
512456852,0
512796362,0
542745292,0
566317902,0
512990948,1
523746297,0
530108147,0
513290180,1
547333445,0
533871275,0
549678484,1
547488569,0
526163819,1
560199918,0
518822853,0
538110864,0
513186596,0
513583355,1
516043448,0
566001364,0
516599315,0
514160572,0
529665883,1
521824526,0
566068872,0
539419721,0
514282138,1
513386200,0
518274037,0
532889592,1
556638261,2
565624788,0
513353483,0
548778287,0
513127440,1
566323069,0
516372443,0
539138889,2
513251312,1
566323351,1
529568062,0
513077806,0
518798893,0
517432219,0
565325609,0
515407567,1
555652482,0
515077053,0
522899329,0
515229068,1
566326056,0
561998679,0
565841382,1
514079875,0
564150826,0
513748213,0
513220032,1
546495547,0
556574774,0
555200774,1
557607338,0
512523976,0
519107391,0
523519546,3
535728131,0
552616705,0
524281147,0
524356488,0
564152544,0
538081729,0
526219791,0
530210497,1
563945649,0
559830115,0
563515751,0
514555045,0
512790983,0
561946723,0
525629324,1
535057711,0
551118027,0
562595779,0
521436467,2
513045336,0
533046598,1
515786957,0
530628095,0
513439489,0
547254938,0
523558368,0
517137232,0
540168365,0
537855401,0
566332277,0
542510237,0
536358977,1
557942309,0
526895895,0
559195609,0
515933146,0
523132833,0
554799711,0
560220131,1
523750816,0
527055076,1
566334622,0
514063917,0
550747486,0
525448349,0
518694148,0
512539106,1
518009988,0
540784880,0
517327001,0
514927844,0
565304740,0
563422283,0
514267598,0
532669217,0
528003377,2
565454909,0
514264972,1
519789049,0
513387128,0
523703059,1
521581955,0
566340121,0
516269137,0
514442257,0
519087037,1
525004666,0
524277931,0
566340660,0
540303578,0
566339139,0
545318396,0
543091716,0
514066179,0
540772117,1
515434839,0
520925860,0
515794537,0
520059301,1
553980028,0
521603305,0
563235858,0
566151844,0
565637014,1
527059027,0
550409475,1
512927757,0
549622596,0
515333511,1
565313578,0
513071277,0
557713664,0
551388041,0
564688167,0
543084651,1
533202180,0
513641113,0
566345149,0
445162060,0
517935170,2
558909627,2
518281335,0
515625976,2
534128832,2
516388689,0
528013063,0
533729452,0
560503323,0
566350946,0
518654816,0
522576412,0
512457596,1
514269583,0
566352851,0
513158083,1
514948540,0
563247292,0
566354265,0
544310188,0
548720234,2
516614612,1
566354760,0
562890009,0
566353839,0
523278934,1
512861781,0
522971297,0
515222152,0
536207496,0
566355318,0
552797432,0
513343186,0
566207903,2
531636743,0
549847476,0
527968628,0
520390209,0
566356509,1
556019423,0
537752218,0
524327295,0
552252084,0
522539566,0
565076996,0
552062618,1
543730999,0
514196977,3
515512747,0
512700240,0
534182591,0
538740804,0
515366216,1
559659748,0
515337077,0
524038311,0
557903154,0
518272982,1
522349880,0
566363252,1
528153337,0
566140656,0
533848457,0
512470032,2
535065387,0
515204997,0
538082494,0
566365035,0
566364486,0
552782203,0
525050957,0
566365903,0
523667378,2
517856179,0
517226313,0
517917507,0
527904490,0
562130943,0
522241978,0
514546376,0
527033345,0
520021672,0
446661951,0
516136146,0
514752575,0
514734087,0
534184447,0
566278257,0
550438093,0
566283845,0
521571524,0
551413218,0
566284580,1
512713834,1
566136234,0
522560074,1
566286144,0
518771094,0
565275327,0
515995842,0
533140011,0
566293910,0
566294216,0
535120334,1
556308970,1
566250241,0
517662159,0
519911302,0
558642189,1
518627389,0
512603845,0
566295517,1
525870786,0
546040104,0
548689144,0
566295977,0
516634280,1
522737779,1
555282517,0
564634877,0
548065788,1
513784020,0
544428028,0
514669937,1
531403739,0
542258442,0
531905454,0
550375173,0
514078478,2
514896471,1
513085856,0
525262885,0
520217407,0
513207577,0
545313292,0
525926562,1
539130241,0
513660795,1
512394943,2
551159598,0
566030468,2
554685257,0
535997768,0
530132843,0
565965877,0
539359210,0
514586882,0
541368253,0
566303264,0
514838540,0
513757312,0
513254118,0
512478958,0
566303732,0
517801610,0
520315124,2
512730432,0
562729709,0
520650802,0
542643654,0
518610042,0
561212872,0
512790493,0
538649375,0
520337927,0
546396601,1
566304964,0
566304848,0
566304667,0
512952452,0
557294408,0
518644238,0
533943089,0
522469805,0
541777772,0
514259146,2
515986458,0
542536179,0
519237986,0
529424209,0
518278895,0
564771371,0
538524079,0
522407642,0
564414048,1
512907639,1
519436652,0
537604806,0
566061650,0
519188154,0
534734461,0
518927471,0
541453664,0
516128244,0
565812429,0
516613753,1
566311279,0
519261200,2
566085845,0
524764711,0
566311420,0
539737636,1
555188536,0
554347151,3
551311846,0
518711644,0
563525937,3
514654710,0
516848362,0
566313256,0
565620884,0
512559380,0
515842080,1
518524838,1
519056803,0
545139024,0
515086527,0
514098410,0
565366358,0
553412458,0
540464335,0
536684012,0
548704099,0
521167925,0
522283624,0
557433872,0
564264438,0
515570986,0
515344945,0
517413851,2
516710165,1
519145834,0
540772500,0
546648959,0
559430696,2
531964616,0
542162233,0
540628916,0
542317023,0
544130330,0
524905766,0
560130305,0
512562458,0
532913870,0
516248567,1
550001357,2
566319003,0
513663400,2
514266786,2
562899815,0
517794581,0
518828861,2
522435322,0
564647912,0
513216771,2
552274748,0
514737864,0
513597863,0
534871091,1
514906400,0
523308484,1
539554040,2
514272128,0
565672238,0
562699485,0
515145573,0
566322079,0
566322220,1
533486536,0
520460921,0
512736061,0
523177967,0
520987237,1
566322734,0
550498689,0
525603814,1
550792956,0
517194282,0
519477509,0
514953999,0
550321274,0
550032954,0
538957040,1
512592548,0
512532611,0
529051775,0
518917233,1
524494146,0
512414733,2
518058739,1
559210790,0
546169476,2
512959319,0
520414288,1
566325945,0
512638736,0
553687318,0
554981971,1
513610831,0
518497226,0
529372630,0
536802296,0
557350107,0
516443466,0
512611156,0
541501837,0
513807140,0
515287945,0
514304577,2
519912116,1
512762154,0
519610934,0
566329823,0
546862388,0
512552398,1
517203848,0
515943695,1
544765917,0
535374278,0
566330223,1
549741147,0
556732123,1
512532001,1
553871053,0
519789834,0
453632567,0
550233004,0
522408073,0
512731249,1
565974340,0
563968722,0
512531793,0
540470432,1
521204398,2
528418137,0
521708950,0
557010031,0
514005395,3
566336284,1
564621985,2
566336438,0
564056286,1
566336586,2
552140785,0
551651970,1
545897519,0
514732494,0
549342833,0
512908667,0
525636946,0
518898732,0
542792507,0
515016447,2
520447198,0
515708113,1
524034333,0
517561873,0
513467702,0
566339466,1
536549763,0
521438563,0
513258392,0
540760432,1
553608864,0
562880823,0
520620754,0
515721662,0
512402035,0
555190988,0
566343226,0
555985830,0
520686538,0
537467019,2
546587815,0
558402204,0
519517931,0
566345705,1
516334252,0
515847770,0
539990421,0
513205989,0
515326617,2
562614025,0
531221916,0
550862205,0
561440480,0
550360764,1
547205171,2
515981560,0
561042790,0
565817560,0
514501411,0
520647736,0
533007642,0
526796925,0
521159802,0
566107178,0
566054173,0
566354330,0
530035339,0
566354149,0
563174803,1
518073386,0
534488079,0
513772505,0
529364147,2
544406969,1
513182362,0
516692735,0
564928684,1
565449278,0
545095931,0
519493467,0
562180088,0
513294088,0
562711094,0
516742715,0
533543419,1
517931042,0
556894547,0
513912594,0
566358477,0
529364386,0
543353703,2
545497145,0
551969702,2
514011548,1
516494436,0
565298485,0
517512187,1
514249114,0
566364320,0
565265411,0
