product_id,user_id,rating
1000978,566436955,4.410822
1000978,514511980,4.377845
1000978,566664568,4.365239
1000978,566463171,4.354061
1000978,513676055,4.346492
1001606,514511980,4.483145
1001606,566436955,4.4677477
1001606,566463171,4.4521513
1001606,566664568,4.445797
1001606,513676055,4.418019
1002102,563029084,4.1202836
1002102,566664568,4.029748
1002102,514511980,4.016496
1002102,566436955,4.0152392
1002102,513676055,3.9835758
1002396,566436955,4.5057836
1002396,566463171,4.4940214
1002396,514511980,4.4901295
1002396,566664568,4.455711
1002396,513676055,4.4079604
1002545,566436955,4.7554827
1002545,514511980,4.6668344
1002545,513676055,4.6350074
1002545,566463171,4.6321945
1002545,515903507,4.5778704
1002634,566463171,4.56741
1002634,566383799,4.548363
1002634,515903507,4.547526
1002634,514511980,4.5386915
1002634,566436955,4.4857945
1003013,566436955,4.463088
1003013,514511980,4.420414
1003013,566664568,4.414105
1003013,566463171,4.3952775
1003013,513676055,4.387743
1003028,566463171,4.3427677
1003028,514511980,4.3291516
1003028,518603405,4.2967362
1003028,515903507,4.295874
1003028,566851338,4.281846
1003153,566436955,4.4770722
1003153,514511980,4.44016
1003153,566664568,4.430031
1003153,566463171,4.42681
1003153,513676055,4.409138
1003184,513676055,3.8043509
1003184,566436955,3.7685373
1003184,514511980,3.7626662
1003184,517194145,3.761664
1003184,566664568,3.7490773
1003225,537504593,3.3511448
1003225,561446255,3.3511448
1003225,564983375,3.3511448
1003225,566429152,3.3511448
1003225,565348737,3.3511448
1003231,566436955,4.4740868
1003231,514511980,4.445823
1003231,566463171,4.43081
1003231,566664568,4.4290433
1003231,513676055,4.3833637
1003237,519935643,3.3942919
1003237,516691558,3.3449554
1003237,515903507,3.081853
1003237,566037084,3.0301003
1003237,530911561,2.985265
1003275,563029084,3.8589597
1003275,539406646,3.8033288
1003275,566436955,3.8007078
1003275,566647095,3.7709646
1003275,513676055,3.7259483
1003307,560215234,4.443699
1003307,515903507,4.336175
1003307,522835131,4.280404
1003307,566799589,4.2790537
1003307,565624725,4.2567515
1003314,560215234,4.434718
1003314,512817378,4.2949185
1003314,522835131,4.2823596
1003314,514511980,4.252841
1003314,515903507,4.179171
1003318,560215234,4.569703
1003318,522835131,4.5222983
1003318,566799589,4.478836
1003318,514511980,4.4647827
1003318,566463171,4.4625764
1003391,566463171,4.4060597
1003391,566436955,4.401202
1003391,514511980,4.400307
1003391,566664568,4.368271
1003391,515903507,4.312207
1003489,527614252,2.6599307
1003489,566725372,2.2528098
1003489,543669643,2.1684377
1003489,550066852,2.0168862
