product_id,user_id,rating
1002266,566436955,4.5166245
1002266,514511980,4.5086446
1002266,566463171,4.4803896
1002266,566664568,4.4568543
1002266,513676055,4.4331803
1002367,566463171,4.2613864
1002367,514511980,4.243067
1002367,566436955,4.24142
1002367,566647095,4.2160735
1002367,515903507,4.2153344
1002482,566436955,4.336089
1002482,566463171,4.304578
1002482,514511980,4.288816
1002482,566664568,4.2855597
1002482,513676055,4.248944
1002524,522835131,4.7316318
1002524,565055864,4.6660457
1002524,537602474,4.6660457
1002524,560215234,4.647663
1002524,551160819,4.646149
1002542,545617565,4.5139904
1002542,566536246,4.485082
1002542,565516356,4.443988
1002542,563029084,4.438059
1002542,539406646,4.339721
1002547,556743409,4.6562233
1002547,566851338,4.604696
1002547,566463171,4.5997744
1002547,566536246,4.5763454
1002547,565516356,4.562463
1002808,566647095,4.359467
1002808,566436955,4.288528
1002808,566664568,4.2295527
1002808,566463171,4.214556
1002808,514511980,4.1987305
1002974,566436955,4.42826
1002974,514511980,4.3922553
1002974,566664568,4.3905687
1002974,566463171,4.367871
1002974,563029084,4.3518386
1003039,515903507,4.3131003
1003039,514511980,4.3090625
1003039,566463171,4.256155
1003039,566664568,4.251283
1003039,566436955,4.224368
1003048,566436955,4.5748677
1003048,566463171,4.55818
1003048,514511980,4.5466886
1003048,566664568,4.4608836
1003048,515903507,4.456778
1003181,514511980,3.5950015
1003181,566664568,3.5908446
1003181,566463171,3.5839517
1003181,530911561,3.5725453
1003181,518978260,3.5725453
1003183,517194145,3.7531035
1003183,563029084,3.7224996
1003183,513676055,3.6636758
1003183,530911561,3.6625845
1003183,518978260,3.6625845
1003234,563029084,4.2467136
1003234,513676055,4.2257338
1003234,566664568,4.2208824
1003234,566436955,4.215186
1003234,514511980,4.17795
1003311,560215234,4.598717
1003311,512817378,4.44136
1003311,522835131,4.4166203
1003311,529171349,4.393561
1003311,566362716,4.393561
1003312,515903507,4.721685
1003312,566463171,4.6901073
1003312,514511980,4.661974
1003312,566436955,4.636281
1003312,514246446,4.6236405
1003339,566436955,4.4816923
1003339,514511980,4.4813967
1003339,566463171,4.4551835
1003339,566664568,4.4522524
1003339,513676055,4.4079256
1003352,566436955,4.4658093
1003352,566463171,4.4378314
1003352,514511980,4.430404
1003352,566664568,4.4221973
1003352,566647095,4.3824286
1003363,514511980,4.7946587
1003363,566463171,4.794147
1003363,515903507,4.7478538
1003363,566436955,4.734173
1003363,566664568,4.7173457
1003416,566463171,4.435379
1003416,514511980,4.4341207
1003416,566436955,4.427796
1003416,566664568,4.389496
1003416,515903507,4.3369317
1003525,566436955,4.7057753
1003525,514511980,4.672965
1003525,566463171,4.6479964
1003525,513676055,4.630151
1003525,566664568,4.6167626
1003528,566725372,1.6357924
1003528,518332056,1.4319625
1003528,535879479,1.3214127
1003528,512790720,1.1038293
1003528,563014779,1.0679045
1003532,566436955,4.475424
1003532,514511980,4.461019
1003532,566463171,4.431465
1003532,566664568,4.42018
1003532,513676055,4.4167724
1003535,566463171,4.5595202
1003535,566436955,4.556593
1003535,514511980,4.538844
1003535,513676055,4.5071363
1003535,566664568,4.4954386
1003570,566436955,4.508087
1003570,566664568,4.473135
1003570,566463171,4.467268
1003570,514511980,4.466743
1003570,513676055,4.4468293
1003611,566436955,4.489625
1003611,514511980,4.467974
1003611,566463171,4.4627867
1003611,566664568,4.4506736
1003611,513676055,4.3931437
1003706,566436955,4.456545
1003706,566463171,4.4232526
1003706,514511980,4.418961
1003706,566664568,4.403335
1003706,513676055,4.379083
1003713,514511980,4.2985826
1003713,513676055,4.269907
1003713,566436955,4.260374
1003713,566664568,4.2444267
1003713,566463171,4.2319365
1003726,566436955,4.5231767
1003726,566463171,4.4817414
1003726,514511980,4.4672823
1003726,566664568,4.422023
1003726,513676055,4.3887563
1003751,565452421,2.127249
1003751,561519392,1.8541028
1003751,516358874,1.8295698
1003751,554082135,1.783721
1003751,548366584,1.7299247
1003768,566436955,4.344353
1003768,566664568,4.3146443
1003768,514511980,4.3062496
1003768,566463171,4.2927985
1003768,513676055,4.286252
1003778,566436955,4.481153
1003778,514511980,4.4597387
1003778,566463171,4.4592814
1003778,566664568,4.4284434
1003778,513676055,4.3848443
1003803,514511980,4.4029756
1003803,566463171,4.377355
1003803,515903507,4.362558
1003803,566436955,4.352026
1003803,566664568,4.326577
1003807,566647095,4.2808037
1003807,566436955,4.2367043
1003807,566463171,4.1946797
1003807,558796356,4.1550245
1003807,566664568,4.1484575
1003834,515915364,2.0652978
1003834,541083171,2.0602973
1003834,528368791,1.9867548
1003834,517422306,1.7336725
1003834,514620586,1.6595501
1003859,566436955,4.573285
1003859,514511980,4.5098987
1003859,566463171,4.5044637
1003859,513676055,4.4884715
1003859,566664568,4.467891
1003861,555166553,4.345743
1003861,566665847,4.345743
1003861,516715672,4.330753
1003861,551021212,4.2838154
1003861,566728435,4.278148
1003912,566436955,4.532107
1003912,566463171,4.52537
1003912,514511980,4.516131
1003912,566664568,4.502534
1003912,566647095,4.469942
1003936,566436955,4.4678693
1003936,566463171,4.467422
1003936,514511980,4.463659
1003936,566664568,4.4267716
1003936,515903507,4.36971
1003983,566436955,4.4650617
1003983,566463171,4.4074807
1003983,514511980,4.4014926
1003983,566664568,4.3996944
1003983,513676055,4.3770237
1003988,566436955,4.4536333
1003988,566463171,4.4195375
1003988,514511980,4.4184012
1003988,566664568,4.4058013
1003988,513676055,4.3729744
1003992,514511980,4.5937915
1003992,566463171,4.593265
1003992,566436955,4.5667405
1003992,566664568,4.536969
1003992,513676055,4.4879017
1004066,566463171,4.006265
1004066,514511980,3.9897861
1004066,518978260,3.985992
1004066,530911561,3.985992
1004066,566436955,3.954874
1004085,566436955,4.484012
1004085,566463171,4.435878
1004085,566647095,4.430917
1004085,514511980,4.410788
1004085,566664568,4.39998
1004107,566436955,4.407694
1004107,566664568,4.3685613
1004107,514511980,4.3512235
1004107,513676055,4.3483415
1004107,566463171,4.3412886
1004115,558796356,3.774118
1004115,523287818,3.6983767
1004115,550789721,3.660331
1004115,513804361,3.6437159
1004115,566436955,3.630907
1004120,566436955,4.417529
1004120,566647095,4.3881574
1004120,566463171,4.3496118
1004120,566664568,4.3460197
